count
69
82
url,count
https://www.cnn.com/sitemaps/article-2011-01.xml,82
https://www.cnn.com/sitemaps/article-2011-02.xml,69
https://www.cnn.com/sitemaps/article-2011-04.xml,60
https://www.cnn.com/sitemaps/article-2011-06.xml,78
https://www.cnn.com/sitemaps/article-2011-05.xml,79
https://www.cnn.com/sitemaps/article-2011-08.xml,130
https://www.cnn.com/sitemaps/article-2011-07.xml,181
https://www.cnn.com/sitemaps/article-2011-03.xml,78
https://www.cnn.com/sitemaps/article-2011-09.xml,1219
https://www.cnn.com/sitemaps/article-2012-01.xml,2277
https://www.cnn.com/sitemaps/article-2012-02.xml,2048
https://www.cnn.com/sitemaps/article-2012-04.xml,2127
https://www.cnn.com/sitemaps/article-2012-03.xml,2309
https://www.cnn.com/sitemaps/article-2012-05.xml,2257
https://www.cnn.com/sitemaps/article-2012-06.xml,2243
https://www.cnn.com/sitemaps/article-2011-11.xml,2167
https://www.cnn.com/sitemaps/article-2011-10.xml,2201
https://www.cnn.com/sitemaps/article-2011-12.xml,2047
https://www.cnn.com/sitemaps/article-2012-08.xml,2198
https://www.cnn.com/sitemaps/article-2012-09.xml,1899
https://www.cnn.com/sitemaps/article-2012-10.xml,2011
https://www.cnn.com/sitemaps/article-2012-12.xml,1650
https://www.cnn.com/sitemaps/article-2012-11.xml,1793
https://www.cnn.com/sitemaps/article-2012-07.xml,2029
https://www.cnn.com/sitemaps/article-2013-01.xml,1881
https://www.cnn.com/sitemaps/article-2013-02.xml,1699
https://www.cnn.com/sitemaps/article-2013-04.xml,1860
https://www.cnn.com/sitemaps/article-2013-03.xml,1990
https://www.cnn.com/sitemaps/article-2013-07.xml,1674
https://www.cnn.com/sitemaps/article-2013-08.xml,1699
https://www.cnn.com/sitemaps/article-2013-05.xml,1960
https://www.cnn.com/sitemaps/article-2013-12.xml,1527
https://www.cnn.com/sitemaps/article-2014-01.xml,1611
https://www.cnn.com/sitemaps/article-2013-11.xml,1592
https://www.cnn.com/sitemaps/article-2013-06.xml,1761
https://www.cnn.com/sitemaps/article-2013-10.xml,1680
https://www.cnn.com/sitemaps/article-2013-09.xml,1625
https://www.cnn.com/sitemaps/article-2014-03.xml,1400
https://www.cnn.com/sitemaps/article-2014-02.xml,1591
https://www.cnn.com/sitemaps/article-2014-04.xml,1400
https://www.cnn.com/sitemaps/article-2014-08.xml,1298
https://www.cnn.com/sitemaps/article-2014-06.xml,1410
https://www.cnn.com/sitemaps/article-2014-07.xml,1437
https://www.cnn.com/sitemaps/article-2014-05.xml,1577
https://www.cnn.com/sitemaps/article-2014-09.xml,1656
https://www.cnn.com/sitemaps/article-2014-11.xml,1496
https://www.cnn.com/sitemaps/article-2014-10.xml,1850
https://www.cnn.com/sitemaps/article-2014-12.xml,1497
https://www.cnn.com/sitemaps/article-2015-04.xml,1916
https://www.cnn.com/sitemaps/article-2015-05.xml,1794
https://www.cnn.com/sitemaps/article-2015-03.xml,1807
https://www.cnn.com/sitemaps/article-2015-06.xml,1868
https://www.cnn.com/sitemaps/article-2015-09.xml,2051
https://www.cnn.com/sitemaps/article-2015-01.xml,2029
https://www.cnn.com/sitemaps/article-2015-08.xml,2048
https://www.cnn.com/sitemaps/article-2015-02.xml,1731
https://www.cnn.com/sitemaps/article-2015-07.xml,1958
https://www.cnn.com/sitemaps/article-2015-11.xml,1802
https://www.cnn.com/sitemaps/article-2015-10.xml,2069
https://www.cnn.com/sitemaps/article-2015-12.xml,1885
https://www.cnn.com/sitemaps/article-2016-01.xml,2237
https://www.cnn.com/sitemaps/article-2016-06.xml,1917
https://www.cnn.com/sitemaps/article-2016-04.xml,1836
https://www.cnn.com/sitemaps/article-2016-07.xml,1914
https://www.cnn.com/sitemaps/article-2016-03.xml,2128
https://www.cnn.com/sitemaps/article-2016-02.xml,2203
https://www.cnn.com/sitemaps/article-2016-05.xml,1949
https://www.cnn.com/sitemaps/article-2016-08.xml,1869
https://www.cnn.com/sitemaps/article-2016-09.xml,2247
https://www.cnn.com/sitemaps/article-2016-10.xml,2364
https://www.cnn.com/sitemaps/article-2016-12.xml,1883
https://www.cnn.com/sitemaps/article-2017-01.xml,2245
https://www.cnn.com/sitemaps/article-2016-11.xml,2246
https://www.cnn.com/sitemaps/article-2017-05.xml,2467
https://www.cnn.com/sitemaps/article-2017-02.xml,2058
https://www.cnn.com/sitemaps/article-2017-03.xml,2437
https://www.cnn.com/sitemaps/article-2017-06.xml,2508
https://www.cnn.com/sitemaps/article-2017-04.xml,2236
https://www.cnn.com/sitemaps/article-2017-10.xml,2235
https://www.cnn.com/sitemaps/article-2017-07.xml,2370
https://www.cnn.com/sitemaps/article-2017-08.xml,2440
https://www.cnn.com/sitemaps/article-2017-09.xml,2288
https://www.cnn.com/sitemaps/article-2017-12.xml,2036
https://www.cnn.com/sitemaps/article-2017-11.xml,2156
https://www.cnn.com/sitemaps/article-2018-03.xml,2833
https://www.cnn.com/sitemaps/article-2018-08.xml,2380
https://www.cnn.com/sitemaps/article-2018-02.xml,2459
https://www.cnn.com/sitemaps/article-2018-09.xml,2419
https://www.cnn.com/sitemaps/article-2018-01.xml,2604
https://www.cnn.com/sitemaps/article-2018-04.xml,2572
https://www.cnn.com/sitemaps/article-2018-10.xml,3138
https://www.cnn.com/sitemaps/article-2018-07.xml,2482
https://www.cnn.com/sitemaps/article-2018-06.xml,2702
https://www.cnn.com/sitemaps/article-2018-12.xml,2601
https://www.cnn.com/sitemaps/article-2018-05.xml,2646
https://www.cnn.com/sitemaps/article-2018-11.xml,3110
https://www.cnn.com/sitemaps/article-2019-01.xml,3239
https://www.cnn.com/sitemaps/article-2019-03.xml,3242
https://www.cnn.com/sitemaps/article-2019-04.xml,3654
https://www.cnn.com/sitemaps/article-2019-02.xml,2964
https://www.cnn.com/sitemaps/article-2019-05.xml,3662
https://www.cnn.com/sitemaps/article-2019-07.xml,3959
https://www.cnn.com/sitemaps/article-2019-06.xml,3796
https://www.cnn.com/sitemaps/article-2019-10.xml,4152
https://www.cnn.com/sitemaps/article-2020-01.xml,3938
https://www.cnn.com/sitemaps/article-2019-09.xml,3734
https://www.cnn.com/sitemaps/article-2019-08.xml,3530
https://www.cnn.com/sitemaps/article-2020-05.xml,3816
https://www.cnn.com/sitemaps/article-2020-02.xml,3720
https://www.cnn.com/sitemaps/article-2020-08.xml,3769
https://www.cnn.com/sitemaps/article-2020-06.xml,4037
https://www.cnn.com/sitemaps/article-2020-10.xml,0
https://www.cnn.com/sitemaps/article-2019-11.xml,2413
https://www.cnn.com/sitemaps/article-2020-03.xml,3976
https://www.cnn.com/sitemaps/article-2020-12.xml,0
https://www.cnn.com/sitemaps/article-2020-11.xml,0
https://www.cnn.com/sitemaps/article-2020-09.xml,1168
https://www.cnn.com/sitemaps/article-2020-04.xml,3899
https://www.cnn.com/sitemaps/article-2019-12.xml,3293
https://www.cnn.com/sitemaps/article-2020-07.xml,4052
